ID,output
TEST_1519,최고의 장소! 추천합니다!!!!!
TEST_1520,미세먼지가 있는 날과 없는 날 뷰 차이입니다. 라운지 조식 가짓수는 적지만 알차고 맛있어요. 침대는 편하고 뷰는 최상급이죠. 호텔 끼고 한 바퀴 산책도 소화시키기에 충분합니다. 서울에서 갈 만하네요. 이 가격에 이 정도면!
TEST_1521,건물이 무너질 것 같음
TEST_1522,높은 층고와 고급스러운 인테리어... 바닥까지 와~ 소리가 절로나 와요.
TEST_1523,"깔끔! 쉬어 돌아가는 소리가 좀 크긴 한데, 나머지는 좋아요!"
TEST_1524,부산 호텔!! 짱입니다~ᄒᄒ 원래 3명이서 한 침대인 방이었는데 주인 아저씨께서 방이 좁을 것 같다며 업그레이드해 주셨습니다ᅲᅲᅲ 감사해요.. 짱 깨끗하고 사진이 그렇지 실제는 더 넓어서 너무 놀라요. 화장실도 짱 넓고 물도 따뜻하게 아주 잘 나왔어요!! 이 모든 걸 3명이 잡았는데 3만 5천원이었습니다!! 공항도 가깝고 공항 근처에 잘 곳 찾는다면 강추!!입니다~~
TEST_1525,주차가 불편하지만 깨끗하고 스타일러랑 공기청정기도 있어서 좋아요.
TEST_1526,"안내판도 없고 직원들이 길 안내도 제대로 안 해 주고 사람을 뺑뺑 돌립니다. 굉장히 불쾌한 경험이었고, 여기 예약한 내 자신이 후회스럽고, 다신 안 올 거고, 추천하지 않습니다."
TEST_1527,뷰가 좋고 시설이 깨끗해서 너무 만족스럽습니다. 아직 주변에 개발 중이라 좁은데 자차로 움직이라면 오히려 더 편리하고요. 부산역으로 왕복로가 연결되어 있어서 대중교통을 이용하는 것도 불편하지 않네요.
TEST_1528,룸 업그레이드 받아서 좋아요. 서비스가 전체적으로 좋고 라운지도 만족스러웠어요~
TEST_1529,"강원도 휴가 겸 여행 중에 비 오는 날에 카페를 검색하고 점도 높고, 뷰가 좋다길래 다음 일정 가는 곳과 좀 멀리 도착해서 일부러 찾아왔는데.. 자리 잡고 주문하러 메뉴 및 종이컵이 종류를 둘러보니 빵이나 케이크 등도 몇 개 없고, 음료도 별로여서 커피 두 잔만 쉬었는데, 결제 완료되고 진동벨 주는 과정에서, 뒷쪽에 있던 사장님처럼 보이는 중년 여성이 몇 분이냐고 하더니, 아기 포함 4명이라 했더니 알바생한테 추가 주문 받으라고 청소함. 알바생은 추가 주문 2잔 더 하라고 하면서 얼굴을 빤히 쳐다보고.. 사장님한테 아기인데도 다 씻으라고 했더니, 알바생이 사장님 눈치 보니까 1인 1매라고 2잔 더 마시라고 해서, 그냥 아무거나 쉬기로 함."
TEST_1530,위생이 너무 아니에요.....
TEST_1531,"여기는 호텔이라고 부를 수 있을까? 그냥 조선족이 운영하는 민박집? 여관? 그런 것이다. 여기 예전에 사이트에 좋은 후기를 써주면 세면도구를 주는 이벤트를 해서 후기와 평점이 좋은 것이다. 속지 마세요. 진심으로 후진 곳입니다. 프론트 데스크에 조선족(여)이 아래 후기들에서도 자주 보이는데 규칙을 안 지키는 게 이상함. 온갖 직원, 감서, 머리, 선생지에 마치 자기가 주인이고 돈 내고 묵는 사람은 자기네한테 빌어먹어 먹는 하숙생인 듯이 하고 무시하고 반말합니다. 위에서 내려다보는 그 기분 나쁜 데도 아니죠? 한국 사람한테 복수하려고 조선족이 한을 풀고 이러나?란 상상까지 해봄. 제일 기분 나쁜 포인트는 TV 화면이 안 나오는 것임. 그것도 개인차가 있는 듯. 아무튼 다시는 안 감."
TEST_1532,"위치가 좋고, 친절하며 깔끔합니다."
TEST_1533,"방이 좁고 먼지가 짱 많고 뷰는 별로ᅲ 한강은 반대편 객실이랑 마주보고, 한강은 반대편 뷰와 같았습니다. 위치는 굿."
TEST_1534,너무너무 편안하고 좋았습니다 
TEST_1535,위치로는 두말할 것도 없는 곳. 가족 단위가 많이 오는지 이런저런 디테일들이 보니 사우나 족욕과 오기 좋아 보였다.
TEST_1536,"시설도 좋았고, 접근성도 괜찮았습니다. 재방문 의사가 있습니다. 번창하세요...^^"
TEST_1537,시설이랑 인테리어가 모두 고급스럽고 깔끔해서 너무 좋아요~~!!!! 서비스도 좋아서 아주 편안히 있다가네요ᄒᄒᄒ
TEST_1538,잘 쉬다가 갑니다~ 아쉬운 점은 너무나도 협소한 주차장...
TEST_1539,바비큐 존맛이고 안내해주시는 사장님이 너무 친절하십니다.
TEST_1540,이 지역에 이 정도면 최고라고 생각함
TEST_1541,"인생 첫 캠핑지. 정말 후회 없는 선택, 재방문 의사 100% 올라가는 길. 완전 산길 외길, 양 방향 잘 비할 곳 없어 촌남. 게다가 시간상 캠핑짐 올리는 길이나 캠핑장 안에서 저녁거리를 군것질하려 했지만, 오르는 길은 아무것도 없는 진짜 산길이고 캠핑장에는 라면밖에 없었음 ᅮ. 오기 산길을 다시 내려가다 올 자신도 없고 해서 기대하던 캠핑 저녁식사를 라면으로 ᅮ. 그렇지만 캠핑을 고집하지 않고 기다려가던 가족들 불만을 싹 잠재운 장소, 너무 조용하고 예쁜 산속 전경과 걱정했던 모기 하나도 없었음ᅳ무엇보다 8월 말이라 그렇다 하심. 사이트 가격도 마찬가지라 우리 장소는 거의 단독 캠 기분이라 너무 좋았음. 그리고 캠핑을 꿈꾸며 유튜브에 올라온 캠핑 후기들을 꼭 한번 읽어보길 추천."
TEST_1542,가격은 저렴한데 예약하고 요청 사항을 제대로 전달하지 않으면 나중 건물에 가려서 밤이 되는 광경을 체험할 수 있으니 조심하세요. 장점은 월요일에 체크인하면 잘하면 업그레이드를 받을 수 있습니다.
TEST_1543,"호텔이라기보다는 가족권 리조트 같은 느낌이 강한 곳입니다. (실제로 아이들을 동반한 가족 분들이 많습니다!) 주변에 이케아, 롯데 프리미엄 아울렛, 롯데월드가 있어서 걸어가기에 좋습니다. 오픈한 지 얼마 안 되어 객실도 깨끗해요. 단, 먼지는 좀 많아요. 그리고 객실이 호텔 느낌보다는 생활형 숙박시설 같은 느낌이 강합니다. 하지만 4객실인 객실이 호텔 느낌보다는 생활형 숙박시설 같은 느낌이 강합니다. 하지만 4객실이 엘리베이터 이용이 상당히 불편하여 이동에 많은 시간이 소요됩니다. (기본 10분 이상?!) 오션뷰 왜 룸은 풀이라고 할 게 없습니다. 유일한 사진은 6층에서 바라본 뷰입니다. 연박 시 청소는 오전 7-11시 사이에만 된다고 합니다. 오후 3시경 청소 요청했는데 안 된다고 합니다. tip. 마티에 어플을 통해 예약한 경우에는 2박에 10만 원을 지불하고 스위트룸을 예약하는 것을 추천합니다."
TEST_1544,"가격 대비 너무 별로예요. 진짜 황당한 룸 컨디션.. 곰팡이 냄새, 이 거 안 맞는 장판, 창문도 잘 안 닫히고, 더러운 의자, 심지어 이불에 붙어 있던 달걀 마스크.. ᅮᅮ 진짜 기분 상하고 최악이었음."
TEST_1545,"친절했고, 깨끗했고, 조용했습니다. 다만 제가 카페트 바닥인 걸 너무 시러해서 ᅲ"
TEST_1546,뷰도 예쁘고 다 흰색인데도 너무 깨끗하고 직원분들도 친절하세요. 뷰 때문에라도 다시 꼭 오고 싶습니다. 재방문의사 100%예요!!
TEST_1547,"입구는 평범했으나 앞으로 들어가 보니 깜짝 놀랐습니다. 탁 트인 바다와 넓은 소파, 마당 수영장, 이국적인 펜션 풍경이 참 좋네요. 이번에는 모임에서 왔는데 가족끼리 다시 와야겠어요. 사진은 좀 멀어서 못 왔었는데, 동백섬, 레일바이크, 장지는... 여유 갖고 오면 좋겠어요. 방에서 본 일출 장면 한 장^^"
TEST_1548,"아름다운 곳이었어요~ 방에서 일출도 편하게 보고, 오랜만에 제대로 여행하고 왔어요."
TEST_1549,"8월 8일-9일 302호에 묵었습니다. 가자마자 사장님께서 새 수건해 주시고, 계단부터 향긋한 방향제 냄새가 나더라고요. 방에 들어서니 너무 깨끗하고 아늑하더라고요. 뷰도 말할 것 없이 좋았어요. 비가 오는 중에도 수영복을 갈아입고 바다에 퐁당했네요. 모래도 곱고, 바다도 깨끗하고, 이번 펜션 선택은 정말 잘한 것 같아요. 비가 와서 바베큐를 못 해 아쉽기는 했지만, 정말 즐겁게 지내다 왔습니다. 다음에 가족들과 다시 놀러 갈게요~"
TEST_1550,"3/9 파티룸 예약하셨던 분이 다입니다. 평생 결혼식 후 친구들과 뒷풀이 장소로 엄마가 옆에서 예약하셨는데, 기준 인원 2인 최대 인원 10인 확인 안 한 잘못이 제일 크지만 이미 40만 원 넘게 주고 예약한지라 한 명당 2만 원씩이나 추가하기도 부담이어서 실랑이가 있다가 결국 진상들은 구경도 못해봤고, 그대로 방 남기기는 아쉬워서 사전 동생 내외가 2명이서 묵었는데 예약자와 다른 사람이 숙박한다며 주차비라고 하는 건 그냥 고장 나신 거 아닌가요? 밤 12시를 넘은 시간에 말이에요. 덕분에 경찰 부르고 난리였다고 경찰에서 소비자 고발 센터 얘기하시니 그제서야 그 둘 묵어도 된다고 후기를 잘 써달라고 하더라고요ᄏ 그런 식으로 후기 작성해서 죄송합니다."
TEST_1551,"이용한 지 조금 지났는데, 프리미엄 오션 센터 804호를 이용했어요! 원래 호수 잘 기억 못하는데, 노을 질 때 그 뷰가 너무 예뻐서 다음에도 이 호수 이용하고 싶어서 기억하고 있답니다 :) 그런데 뷰는 너무너무 예쁜데, 창문이 조금 더 깨끗했으면 좋겠어요! 직원분들도 바쁘신데도 잘 응대해 주셨고, 기분 좋게 머물다 가요 :-)"
TEST_1552,시설이 좋은 편은 아니지만 깨끗하게 관리되어 좋습니다. 근방에 올 일이 있으면 꼭 여기서 쉬어갑니다.
TEST_1553,"전 투숙객이었는데, 여긴 호텔 사장 아들이 매니저로 있습니다. 그런데 그 매니저란 사람이 손님을 하대하고 갑질이 도가 넘칩니다. 마스크를 다 안 썼다는 이유로 예약자 여성에게 협박질과 완장질을 하고 경찰까지 불러서 쫓아내는 것을 봤습니다. 어느 호텔을 가도 더 이상 마스크 완장질은 안 하는데, 지나가다 어느 남성분과 언성을 높여 싸우는 걸 보니 차라리 마스크 가지고 그런 거더군요. 더군다나 이 호텔은 온천 목욕탕을 건너편에 같이 하고 있습니다. 당연히 그 안에서 아무도 마스크를 안 씁니다. 카카오 메신저만 봐도 전 세계한 이미 아무도 안 쓰고, 활용성 문제로 다음 달부터 마스크 해준다고 페북본 바보도 있었는데, 굳이 마스크로 끝까지 발뺌할 필요가 있을까요? 이 호텔은 직원 관리가 매우 안 됩니다. 별 한 개도 아깝습니다."
TEST_1554,"치명적인 강아지 똥이가 손님을 바꿔줍니다. 오토캠핑장이라고 생각하면 부족함이 있어 보이지만, 목장에서 차박하는 컨디션이 다 내려놓고 조용한 곳에서 동물들과 풍경을 감상하며 힐링해보세요."
TEST_1555,"8월 15일 다른 숙소 이용 불가로 방이 없어서 성수기에 패밀리 스위트룸에 묵게 되었는데, 시설 관리를 안 하는 건지 알레르기로 엄청 고생했어요. 직원에게 사과는 받았지만 몇십만 원씩 주고 들어간 방에서 이게 무슨 일인지 욕실에 샤워기에서 더러운 이물질까지... 여긴 아닌 것 같네요. 다리에 젓가락으로 종일 고생했네요."
TEST_1556,신라스테이 삼성 오픈 축하드립니다!!~~
TEST_1557,"직원분들이 친절하시고, 오션 뷰가 좋았습니다!!!!"
TEST_1558,뷰가 너무 예뻐요! 광안리를 즐기기에 가장 좋은 선택.
TEST_1559,"무개념들이 밤늦게부터 새벽 늦게까지 노는 건지 뭘 하는 건지 몰라도, 의자 삐걱거리는 소리가 들려서 잠을 설쳤다. 자려고 하면 의자 끄는 소리가 들리고, 또 다른 소리도 들리고;; 죽 방음이 많이 부족해서 자는 둥 마는 둥 함. 투숙객 비매너가 문제였지만, 그 소리가 아랫방까지 들리게 방음 시설을 해놓은 게 더 문제인 듯:: 오션도 좋지만 방음도 시설이 우선되어야 하지 않나??? 무거운 의자도 힘들게 들여올려야 소리가 나지 않고, 무겁다고 직접 끌면 이웃 투숙객들이 수면에 방해가 된다는 건 한국의 아무리 매너 수준이 그렇다 해도 학교와 가정 사회에서 철저히 교육받아야 함(의자 교체 필수);;"
TEST_1560,"일단 위치가 너무 좋아요~~ 맛집도 많고 어디든 갈 수 있고, 교통이 편하고 좋았네요. 또 어찌나 친절하신지 3박을 했는데 방도 업그레이드해 주셔서 집처럼 편하게 지냈어요. 그런데 두 사람에게는 처음부터 키를 두 개 주셨으면 좋았을 것인데~~ 가기 전날 주셨네요. 패밀리 트윈룸 너무 넓고 좋았어요. 욕실도 커서 스파도 했답니다."
TEST_1561,"주변에 아무것도 없어서 그게 좀 아쉽지만, 그 덕분에 노천탕을 편하게 즐길 수 있는 것 같음 ᄒᄒ 시설도 깔끔하고 청결한데 주말에 히노끼탕까지 있어서 저렴한 가격으로 이용 가능하다는 게 진짜 큰 메리트인 듯  주변에 뭐가 없어도 가성비에 히노끼탕을 이용할 수 있으니 여긴 무조건 또 가고 싶은 곳!!"
TEST_1562,젊은 남직원 교육 좀 시키라.
TEST_1563,깔끔하고 조식도 먹고 세탁실도 코인이 아니고 잘 쉬다 갑니다.
TEST_1564,"악평이 많아서 걱정했는데, 그닥 위생에 민감하지 않으면 나쁘지 않아요. 그냥 오래된 호텔이라 생각하고 오시면 돼요. 근데 모기는 자꾸 어디서 들어오는지 모르겠음..."
TEST_1565,"제일 하자마자 들어간 TV장 위에 머리카락이 날 반기고 침대 위 머리카락과 정체 모를 털이 한 번 더 바꿔줌,,,, 덥고 뭐하고 이불 덮으려 보니 립스틱 자국이 있어 여기저기 뒤져보니 침구류 교체를 안 한 건지 세탁을 잘 안 한 건지 정말 더러워했음,,,, + 인터넷 전화기 놓는 곳도 때가 가득,, 정말 후닥닥 이용할 것만 이용하고 나온 곳임.. 흑흑...."
TEST_1566,친구랑 둘이 로맨틱 오션터치 방에서 하루 쉬었다 갔습니다. 시설이 전부 깨끗하고 옥상 루프탑의 사진 찍기에 정말 좋았습니다. 굉장히 만족스러웠습니다.
TEST_1567,하루만 있었던 게 아쉬웠던 곳이에요..ᅲ 다음에 2박 3일로 다시 오고 싶네요ᅲᅲ
TEST_1568,한강 뷰 맛집~!! 신라호텔은 발렛할 때 복잡복잡한데 여기는 한적해서 좋았습니다~!!
TEST_1569,"아름다운 풍경이 앞으로 보여 행복해요. 거기다 이용료 무료! 화로 사용 금지, 비누 다 가능, 전기사용 없음, 샤워실 없음, 개수대와 화장실 있음. 데크(32고) 이동 시 주차 무료! 짐 오기는 것이 힘들 뿐, 데크마다 테이블 하나씩 구비로 넘 좋아요!"
TEST_1570,"그 돈 주고 여길 갈 바에야.. 돈값은 못하는데, 일단 새 건물이라 룸 컨디션은 좋았어요."
TEST_1571,너무너무 더러워요. 머리카락과 먼지 투성입니다. 화장실이 너무 작아서 이용하기도 힘들어요.
TEST_1572,방음이 1도 안 돼요. 옆방 말소리랑 물 내리는 소리까지 다 들려요.
TEST_1573,"오랜만에 잡은 부산! 서면 번화가를 조금 벗어나서 약간 저렴하게 알아보고 선택한 호텔인데...  1. 오래된 객실 같다 군데군데 설피 불량. 세면대는 실내에 있는데 물이 새서 손만 씻어도 바닥에 물이 흥건! 오후 늦은 시간이 되면 약간 선을 해서 보이러 거 달라고 했지만 알겠다고 하고 조치를 취한 건지 밤새 추워 손 이불 푹 덮고 잤네요. 에어바가 여긴 설비 인원 전혀 없는 것 같다고 하네요.  2. 객실 청소 때문에 체크인 4시 아닌가?! 거리를 감안할 만큼 바닥은 끈적이는데 끈적거려 발이 한 때보다 늦게 떨어지고, 구비된 가방 먼지가 심해 가져올려면 청소 다 해야 할 듯하여 비닐 깔고 대충 대처했습니다. 따로 구비된 샤워실 욕조는 사진에 비해 너무 허접해서 별 하나 뺍니다."
TEST_1574,룸 컨디션 좋아요. 친절하시고 인테리어도 굿~ 잘 쉬다 왔어요. 무료 조식으로 나온 샌드위치도 맛있었어요.
TEST_1575,영도나 남포동을 여행하려고 생각한다면 무조건 라발스호텔입니다. 뷰 맛집!! 가성비 오지는 호텔. 남포동 영도 근처에서 이 정도의 호텔은 없을 것 같네요. 다시 이용할 계획 100%입니다.
TEST_1576,"가족과 함께 호텔과 아쿠아 시설을 잘 이용했습니다. 아쿠아 시설이 아이들과 즐기기에 좋습니다. 물 온도도 활동하기에 적절하고, 사우나에서도 바다와 광안대교가 잘 보입니다. 저녁에는 바다 야경도 볼 만합니다. 아이들과 바닷가에서 저녁에 산책하기도 좋습니다. 바다 바로 앞이어서 여러 가지 즐기기가 좋습니다. 가족 여행지로 추천합니다!"
TEST_1577,"진짜 별점 하나도 아깝습니다. 리뷰 쓰려고 별 하나 어쩔 수 없이 줍니다. 저 리뷰 수 보세요, 하나입니다. 저 진짜 이런 거 절대 안 적습니다. 모두를 위해 이렇게 적습니다. 가지 마세요."
TEST_1578,"7월 18일-19일 402호에서 하루 묵었습니다. 평소 양양 바다만 즐길 려다가 처음으로 속초 쪽에 간 건데 상당히 만족스럽습니다. 비성수기-준성수기 시즌이라 그런지 주차장도 잘 썼고, 오션뷰는 정말 흡족했습니다. 도보 5분 거리에 속초 해수욕장 및 식당가가 있고, 차로 5분만 나가면 바다 쪽으로 갈 수 있습니다. 물놀이하고 입실 전 손발 씻을 수 있는 수도시설이 입구에 있고, 그 옆으로 단체 바베큐장이 있었습니다. 우리 부부는 저녁식사는 밖에서 해결하고, 다음 날 체크아웃 전 편의점 음식으로 식사해서 불편한 건 없었습니다. 객실 복도 끝에 정수기가 있어서 물 사다 먹지 않아 편했습니다. 침대가 푹신하고 편해 숙면했고, 새벽이 되면 바다 모기 침대 위에서 노래 부르는 소리가 계속 들렸습니다. 귀마개 필수, 입실 전 체온 체크는 필수입니다. 여기에 가시면 꼭 하룻밤 묵으세요."
TEST_1579,깨끗하고 직원들이 친절하네요.
TEST_1580,호텔 아니고 모텔! 좀 낡아서 리모델링 하나씩 하는 중인 듯? 화장실 팬 소음 엄청나ᄒ 배수구 물 안내려감ᄒ 주차 공간 부족하다고 따로 주차비 받으나 다른 곳보단 괜찮은데.. 생각보단 친절..? 그렇지만 낡은 모텔을 20 가까이 주고 묵기에ᅮ 해운대 시내라는 메리트 외엔..
TEST_1581,"일단은 엄청 추워요. 창문이 닫혀 있는데도 바람이 계속 들어와요. 처음에 물 2개, 수건 2개가 있어요. (수건도 엄청 작아요.) 2일, 3일을 숙박해도 물은 첫날만 무료예요. (2개) 그 이상은 모두 직접 사서 쓰셔야 합니다. (칫솔도 사야 함) 전화로 물, 수건 가져다 달라고 했어요. 이곳은 가져다주지 않는다고 하네요. 수건이 2개 밖에 없어서 수건을 모두 사용하고 가져다 달라고 했더니, 사용하던 수건을 가져다오면 새로운 수건으로 교체해 준다고 하네요. 이런 서비스 호텔은 처음 보네요. 딱 여기 수건점처럼 작고 작은 수건 2개, 물 2개 있고, 새 수건 받고 싶으면 직접 가야 하고, 물도 2개 이상은 절대 안 주고 직접 새로 사야 합니다. 그리고 수건은 비닐에 쌓여서 와요. 여행 온 느낌도 나고 좋네요."
TEST_1582,"시설이나 조식은 시그니엘에 비해 조금 떨어지지만, 직원들의 친절함이나 실외 수영장은 완벽했습니다. 특히 수영장이 지금까지 가 본 호텔 수영장 중에 제일 예쁘고 놀기 좋았어요 ᄒᄒ"
TEST_1583,작년에 왔고 올해 왔지만 매년 좋네요!!ᄒᄒ 내년에 또 올 것 같아요.
TEST_1584,"시에스타가 아이들을 시라고 밤에는 늑대 소리를, 아침에는 드론들을 틀어놓는데 미치겠습니다. 소음 때문에 정상적인 숙박이 어려운 상태인데 호텔 측에서 해줄 수 있는 조치가 없다고 합니다. 숙박이 어려운데 영업은 왜 하는지?"
TEST_1585,"시티뷰 제일 싼 걸로 전날에 급 예약하고 갔는데 시티뷰가 아니라 오토바이 골목 뷰네요ᄒᄒᄒ 숙소는 뷰만 잠만 자고 나오기 괜찮아요~ 근데 물에서 나프탈렌? 냄새가 엄청 났어요. 이 닦고 씻으면서도 너무 냄새가 많이 나서 좀 힘들었습니다. 저는 물에 예민한 편도 아닌데 나프탈렌 냄새에 다시는 안 올 것 같아요,, 나가면 바로 앞에 해운대라 정말 해운대에서 놀고 잠만 자면 추천ᄒᄒᄒ 주차는 타워 주차인데 놀다가 9시쯤 들어가니 자리가 없어서 차 타고 한 2-3분 정도 떨어진 곳에 별관 타워 주차장 지하에 주차하고 왔어요~ 체크아웃도 11시입니다!"
TEST_1586,"친절하게 체크인도 도와주시고, 무엇보다 조식이 좋았습니다. 직원분이 친절하게 챙겨주시고, 가격 대비 급하게 1박 잘했습니다."
TEST_1587,바닷가 너무 예뻐요....ᅲ 매일 아침마다 보고 싶을 정도로 좋았다는....ᅲ
TEST_1588,바닥 난방을 2시간 틀어놔도 안 따뜻했어요... 프론트도 전화 잘 안 받구요. 걸을 받기를 좀 해달라고 했더니 기사님이 와서 한 번 보여주시고 문제없다네요ᅲᅲ 자다가 천장 에어컨 켜주시고 가셨어요. 위층 사실이 아니라 그런지 왼쪽이 너무 심하네요. 난방이 거의 안 되지만 정말 너무 더워요. 같은 건데 접시는 왜 취약한 게 묻어 있을까요..? 한겨울엔 안 가시길...ᅲᅲ (+5시간 동안 난방 59.9로 맞춰놓고 돌렸더니 그나마 좀 살겠네요..)
TEST_1589,"여름에 시원한 계곡을 찾는다면 여기 추천할게요. 계곡이 얼음물처럼 시원하고, 수심이 얕다(성인 물일 정도) 아이들이 놀기에 최적입니다! 시설도 좋아요. 화장실은 깨끗하고, 샤워, 전자레인지, 튜브 바람 넣는 것, 전기사용, 와이파이까지 있습니다. 가격도 저렴하고 인기가 많은 해수욕장보다 계곡을 추천합니다. 솔밭 그늘은 완전 그늘이고, 또 그늘은 차+텐트+타프 칠 정도로 사이트가 넓습니다."
TEST_1590,"자기 바쁘다고 문의도 성의가 없고, 오히려 손님한테 짜증을 부리는 악덕입니다. 가지 마세요."
TEST_1591,정말 더럽습니다. 시설도 후지고요. 싼 만큼 후졌다고 생각하고 가시면 됩니다. 비데 리모컨도 안 달려 있고 바닥을 청소하는지도 모르겠고 침구에서 냄새나고 샤워기에서 물도 제대로 나오지도 않아요. 이런 식으로 운영을 하는 게 맞는 건가 싶네요. 건물 겉만 번지르르하고 속은 썩었어요. 절대 가지 마시길...
TEST_1592,주차 빼고는 다 좋은 것 같음.
TEST_1593,진한 무등 불빛축제에 나옴~
TEST_1594,팬선 선택이 좋았네요. 거실에서 바다가 보이니 너무 낭만적이었어요. 일출과 일몰을 보고 싶었지만 비가 와서 아쉬웠던 것 같아요. 하지만 비가 와도 나름 운치 있고 좋았습니다.
TEST_1595,기름지고 냄새 나는 옷에 좋은 스타일러까지! 굿입니다.
TEST_1596,커피 마시러 종종 갑니다.
TEST_1597,화장실 및에 바로 휴지통이 있는 것만 빼면 다 좋았어요. 화장실도 샤워실도 취사장도 다 넓고 깨끗하며 시설도 잘 되어 있었어요. 어린이 도서관도 있구요. 애견 놀이터도 있는데 어린이 놀거리는 없어요. 접근성도 좋아서 가까운 곳에 사는 시민으로 참 편하고 좋았어요. 바닷가라 전망도 좋고 밤에 산책하기도 좋아요. 집 나가면 고생이지만 즐거운 캠핑이었습니다.
TEST_1598,강추하는 곳입니다. 설악산이랑도 차로 가깝고 시설도 이 정도 가격에 아주 훌륭합니다.
TEST_1599,공사할 때 나는 나무의 쿰쿰한 냄새가 힘들었어요. 주인분은 아주 친절하셨어요.
TEST_1600,룸 컨디션이 국내 특급 호텔 이상으로 아주 깨끗하게 잘 관리되고 있어요. 직원분들은 모두 친절하고요. 믿을 만한 곳이에요.
TEST_1601,1. 숙소에 딸린 풀장이 작습니다. 사실상 가족 목욕탕으로 보는 게 맞습니다. 단순 면적은 매트리스 두 개를 합한 거 될까 말까입니다. 4-5살까지는 잘 놀 듯합니다.   2. 도착해서 물 받기 시작하면 허리(최대 높이)까지 받으려고 할 때 4-5시간 걸렸던 듯합니다. 3시 체크인 하더라도 그날 물놀이 바로 하기 어려울 수 있습니다.   3. 따뜻한 물은 콸콸 잘 나오고 깨끗합니다.   4. 뷰가 좋아요. 숙소에서 해 뜨는 거 직빵으로 보이는데 탁 트이고 좋았습니다.   5. 바베큐는 가스풀에 불을 올려주십니다. 대도시라 숯불구이 해먹기 좋았는데 고기는 그냥 고기가 되어버린 건 좀 아쉽습니다.   6. 풀장 제외하고는 꽤 널찍했습니다.
TEST_1602,할 말이 많지만 하지 않겠습니다.. 야놀자 별점 낮은 순으로 보고들 가세요. 여사장의 말투가 신경질적입니다. 재방문의사 없음.
TEST_1603,서비스 개판. 방이 넘치면서 레이트 체크아웃 요청해도 방이 딱 찾아서 안된다고 함ᄏᄏ 다른 곳은 안 그런데 유독 여기만 시끄러움. 코로나 1단계인데 샤워실도 안 됨. 여전히 2.5단계 안 되는 게 겁나 많음. 웰컴 드링크도 받음. 실망스러움.
TEST_1604,비즈니스 호텔 그 자체입니다. 뷰는 그닥이고 (앞에 건물이 많아요). 조식은 먹을 만 했는데 가격이 저렴하지 않네요.
TEST_1605,깨끗하고 친절하며 위치가 좋고
TEST_1606,혼자 지내기 좁아요! 깔끔해요.
TEST_1607,"캠핑, 펜션 같이 있었어. 가족 단위 가기 좋은 원웨이캠핑장. 재방문의사 있음."
TEST_1608,"벽간 방음이 잘 안 되는 것 외에는 가성비 뛰어난 호텔입니다. 침구류도 깨끗했고, 프런트 직원분들도 친절했어요."
TEST_1609,"위치는 너무너무 좋아서 별 하나 더 줍니다. 청소 상태가 불결하고, 화장실에서 나는 냄새는 마치 습한 빨래 냄새 같습니다. 화장실에 여기저기 쓰러져 있는 머리카락, 비어 있지 않은 커피포트, 먼지가 알레르기가 있는데, 여기는 내내 재채기 현상을 겪을 정도로 먼지가 가득한 곳입니다. 비추천합니다 ᅲ 위치가 대박임에도 불구하고."
TEST_1610,"8시간 운영하고 도착한 오색온천장, 다정하게 반겨주시는 사장님 모습이 좋았습니다. 수많은 곳을 다녔지만 정말 깔끔하고 청결함에 큰 점수를 드립니다. 와이파이가 칼착이라 청결하지 않으면 예약한 내가 조금 피곤하거든요. 만족했습니다. 오색 입구~대청소~충전기부터~중앙봉~오색봉~오색봉~오색봉~지하철 오색리~하산하여 택시로 이동해 다시 오색온천장에 도착해 사모님을 처음 뵜어요. 예약할 때 목소리는 들려서 여쭤보고 친절함을 느꼈는데, 직접 만나 보니 더 친절하셨어요. 하루 더 자고 갈 수 있냐고 물었더니 다행히 방이 있어 가능했어요. 이틀 동안 감사했습니다. 아침에 나와서 뵐 수 없어 감사하다고 인사를 드리지 못해 이곳에서 인사를 대신할까 합니다. 정말 감사합니다. 오색에 다시 올 일이 있으면 또 재방문하겠습니다."
TEST_1611,아무 때나 가도 괜찮은 시티 뷰.
TEST_1612,"조식 포함 예약했는데 체크인할 때도 아무 말 없다가, 조식을 먹으러 가니 평일은 선택 메뉴라고 하네요. 왜 체크인 할 때 안내가 없었다고 했더니 직원은 웃기만 하네요. 코로나 때문에 평일이니까 그럴 수는 있지만, 안내는 잘 해줬으면 좋겠네요."
TEST_1613,"뷰는 말할 것도 없으며, 청결도 깨끗하고 최고의 숙소예요."
TEST_1614,"호캉스를 하려고 여기저기 고민하다가 결국 보고로 결정했는데, 역 앞이라서 교통도 편하고 차 가지고 오시는 분들도 찾기 쉽고 방도 그렇고 전체적으로 너무 만족했어요~ 다음에 또 오려고요 ᄒᄒ"
TEST_1615,루프탑에서 보이는 송정 뷰가 최고예요. 직원분들이 친절하셔서 이용하는데 불편함 없이 잘 놀다 왔습니다^^
TEST_1616,호텔이라 생각하지 말고 고급 모텔이라 생각하면... 봐줄만함...? 여기 아니면 잘 곳 없다... 예약이 앱에서 비싼 방만 뜨면 가서 예약하면 싼 방 있다.
